lemat;nachechowanie
niedyskretnie;- s
egzamin;- s
po benedyktyñsku;- s
po benedyktyñsku;+ s
po benedyktyñsku;amb
chemiczny;- s
jak kamfora;- s
po faszystowsku;- m
jak kamieñ w wodê;- s
jak kamieñ;- m
jak kamieñ;- s
jak kania d¿d¿u;amb
jak katarynka;- s
majstersztyk;+ m
prosty jak kij;+ m
prosty jak kij;+ s
jak kilo gwoŸdzi;- m
jak kilo gwoŸdzi;- s
jak k³oda;- s
zmienny jak kobieta;- s
jak ko³o m³yñskie;amb
jak ko³ek;- s
jak koñ;+ m
jak koñ;+ s
udolny;+ s
drastycznie;- m
czekoladowo;+ s
manipulacyjnie;- m
ulewny;- s
z ch³opska;amb
programowy;+ s
po filipiñsku;- s
jak koœæ;- s
po doktrynersku;- s
jak koœæ;amb
wo³aæ o pomstê;- m
wo³aæ o pomstê do nieba;- m
jak kot;+ s
jak kozica;+ s
uparty jak kozio³;- m
jak kreda;- s
normalny;amb
œlepy jak kret;- s
œlepy jak kret;- m
jak kret;amb
wielki jak krowa;amb
wielki jak krowa;- s
jak króliki;- s
jak króliki;amb
jak królik;- s
czysty jak kryszta³;+ m
czysty jak kryszta³;+ s
jasny jak kryszta³;+ s
twardy jak krzemieñ;+ s
twardy jak krzemieñ;+ m
twardy jak krzemieñ;amb
beczkowo;+ s
dostatnio;+ m
zamo¿nie;amb
mi³oœnie;+ s
niegustownie;- s
co dzieñ;amb
co dnia;amb
na gwizdek;- s
jak na d³oni;+ s
wbijaæ nó¿ w plecy;- m
wbiæ nó¿ w plecy;- m
ledwo co;- s
jak kot z pêcherzem;- s
krok po kroku;+ s
krok za krokiem;+ s
na gotowo;+ s
biæ pianê;- s
karny;amb
ordynarny;- s
ordynaryjny;- m
ordynaryjny;- s
podrêcznikowy;amb
jak w têczê;amb
jak w obrazek;amb
jak w œwiêty obraz;amb
nieszlachetnie;- s
nieumyœlny;- s
niezamierzony;- s
nieuzasadniony;- s
poœledni;- m
poœledni;- s
powolny;amb
blisko;- m
bliziutko;+ m
bliziutko;+ s
brawurowy;+ m
brawurowo;+ m
brawurowo;+ s
depresyjnie;- s
elitarystycznie;amb
depresyjny;- s
werbalny;- s
barokowo;- s
barokowo;amb
derp;- s
foliarz;- s
zadzier¿ysty;+ s
zadzier¿ysty;- s
zadzier¿ysty;- m
zadzierzysty;+ s
buddyjsko;+ s
astronomiczny;- m
³askawy;- s
miêdzy nami;+ s
s³abieñki;amb
kosmicznie;amb
parlamentarny;+ s
dwa grzyby w barszczu;- s
dwa grzyby w barszczu;+ s
rozpieszczony;- m
jaœniepañski;+ s
jaœniepañski;amb
pustawy;amb
pustawy;- s
ambitnie;amb
ambitnie;+ m
pusty;- s
pazur;+ m
pazur;+ s
nerw;+ s
pies;- s
pies;amb
w¹t³o;- s
w¹tle;- s
dziko;- m
p³omienisty;+ s
niedowierzaj¹cy;amb
niedowierzanie;- s
raptowny;- s
raptowny;- m
seksowny;+ s
œwiadom;amb
œwiadom;+ s
autorytatywnie;- s
autorytatywnie;- m
rad;+ s
ochotny;amb
przeœliczny;+ s
przes³odki;amb
wieczny spoczynek;- m
m¹drze;amb
cholerycznie;- m
szczebiotliwy;+ s
œwiergotliwy;+ s
szwargotliwy;- s
niegramatycznie;- s
wybitny;amb
dzisiejszo;+ s
przepyszny;+ s
chudziusi;+ s
chudawy;amb
ba³amutny;+ s
ba³amutnie;+ s
sterylnie;- s
aseptycznie;- s
gêœciutki;- s
gêœciutki;+ s
gêœciutko;- s
gêœciutko;amb
gêstawo;amb
nierozumny;- s
prawdomówny;+ m
prawdomówny;amb
mitologiczny;- s
sprawiedliwy;amb
ciepluteñki;+ m
g³upiutki;amb
g³upiutko;amb
cieplusieñki;+ m
cieplusieñki;+ s
maluchno;amb
durno;- s
durnie;- s
autonomiczny;+ m
durnowato;- s
hultajsko;- s
debilny;- s
debilowaty;- s
kretyñski;- s
idiotyczny;- s
miêkko;- s
platoniczny;- s
stronny;- s
jednokolorowy;- s
jednobarwny;- s
jednobarwnie;- s
kolorowy;+ s
kolorowo;+ m
miêciutko;- s
powietrzny;+ s
amorficznie;- s
narkotyczny;- m
rozpaczliwie;- m
martwo;- m
anachroniczny;- s
brudnawy;- m
brudnawy;amb
wielkopañski;+ s
niepomierny;amb
nieplanowany;amb
wojsko;amb
nienaruszony;+ s
apokaliptyczny;- s
mrok;- s
mrok;- m
mrocznie;amb
mroczno;amb
ustawka;+ s
antifa;- m
antifa;- s
wolniutki;- s
wolniuœki;- s
wolniutki;+ m
wolniutki;+ s
jedyna;+ m
naukowy;+ m
obecny;+ s
obecny;+ m
ostatni;- s
przedostatni;amb
suchy chleb;- m
suchy chleb;- s
m³odzieñczo;- s
ca³kiem;amb
nic a nic;amb
non stop;amb
niedemokratycznie;- s
lepiej;+ s
gorzej;- s
dro¿ej;amb
chy³kiem;- s
przedszkole;- s
parali¿ decyzyjny;- m
stan depresyjny;- m
stan depresyjny;- s
odchudzaæ siê;+ s
po bizantyjsku;amb
znachorski;- s
¿andarmski;amb
¿ebracki;- m
¿ebracki;- s
bibliofilski;+ s
kolekcjonerski;+ s
po bibliofilsku;+ s
bibliofilsko;+ s
antykatolicko;- s
po antykatolicku;- s
po antysemicku;- s
warcholski;- s
warcholski;- m
agresja instrumentalna;- s
polskojêzyczny;- s
bariera jêzykowa;- s
postêpak;- s
postêpactwo;- m
separacja ma³¿eñska;- s
cenzus maj¹tkowy;- s
akademicki;+ m
akademicko;+ s
analny;- m
motywator;+ s
motor napêdowy;+ m
motor napêdowy;+ s
lekarsko;+ s
Turas;- m
Turas;- s
noob;- s
gównoburza;- m
shitstorm;- m
chiñski;- s
pozaludzki;- s
mistrzowski;+ s
mistrz;amb
mistrz;+ s
mistrzu;amb
mistrzu;+ s
wirtuozerstwo;+ m
wirtuozowski;+ s
junacki;+ s
rumuñski;- s
po bandycku;- m
dziennikarsko;+ s
uczniowski;- s
gównozjad;- m
dedlajn;- s
deadline;- s
obóz przesiedleñczy;- s
obóz przesiedleñczy;- m
ciapaty;- m
ciapaty;- s
kebab;- m
kebab;- s
arabus;- m
arabus;- s
brudas;- s
brudas;+ m
muslim;- m
kozojebca;- m
radziecki;- s
cichutki;- s
cichuteñki;- s
cichuœki;amb
cichuœki;- s
cichusieñki;- s
cichawy;- s
po cichu;- s
cichutko;- s
cichuteñko;- s
po cichuteñku;- s
cichusieñko;- s
podstêpny;- s
banderowiec;- s
ciapat;- m
ciapaci¹tko;- s
parch;- s
banderowski;- s
belferski;- s
po buddyjsku;+ s
szelmowski;- s
kumoterski;+ s
s³odziuteñki;amb
s³odziuteñki;+ s
s³odziuteñki;+ m
epikurejski;- s
epikurejski;amb
po cichuœku;+ s
po cichuœku;amb
po cichuœku;- s
poprzeczka;- s
kradzie¿ rozbójnicza;- m
kozak;+ m
ruski;- s
przekozak;+ m
kozacki;- s
profesorski;+ m
profesorski;+ s
d³ug spadkowy;- s
inteligencki;amb
sieroctwo spo³eczne;- s
bizantyñski;amb
bizantyñsko;amb
po bizantyñsku;amb
cepersko;- s
Czerska;- s
moc wytwórcza;+ s
lordowski;+ s
lordowsko;+ s
opóŸnienie umys³owe;- s
segregacja rasowa;- m
murzyñski;- m
murzyñski;- s
kowbojski;amb
harcerski;+ s
pu³apka zad³u¿eniowa;- m
wydolnoœæ fizyczna;+ s
mêsko;+ s
piracki;- s
damski;+ s
kobiecy;+ s
diabelski;amb
sowiecki;- s
wenezuela;- s
wenezuelski;- s
sekciarski;- m
sekciarski;- s
po sielsku;+ s
sklepikarski;+ s
smarkaczowski;- s
sobiepañski;- s
grzech sodomski;- m
po sodomsku;- s
po szpanersku;- s
teutoñski;- s
po dobros¹siedzku;+ s
³o¿e œmierci;- s
mafia paliwowa;- s
mafia paliwowa;- m
mo³ojecko;+ s
nazistowsko;- s
neoficko;- s
jaœniepañsko;- s
jaœniepañsko;+ s
dickensowski;- s
jubilersko;+ s
janusz;- m
gra¿yna;- s
kafkowsko;- s
karawaniarsko;- s
domek z kart;- m
dragoñski;- s
dragoñsko;amb
dysydencko;- s
po dysydencku;- s
po arogancku;- m
po elegancku;+ s
alarm powodziowy;- m
alarm powodziowy;- s
po epicku;+ m
prokuratorski;- s
turaniec;- s
fa³szyzm;- m
fanfaroñski;- s
fanfaroñsko;- s
po fanfaroñsku;- s
po filistersku;- s
po frajersku;- m
furmañski;- s
gangsterski;- m
gangsterski;- s
ruski;- m
rasa panów;- m
purytañski;- m
purytañski;amb
purytañski;- s
chwyt poni¿ej pasa;- m
chwyt poni¿ej pasa;- s
cios poni¿ej pasa;- m
cios poni¿ej pasa;- s
gwóŸdŸ do trumny;- m
beczka bez dna;- m
beczka bez dna;- s
dziadowski;- s
bez dwóch zdañ;+ s
bez kozery;- s
bez kozery;+ s
bez porównania;+ s
bez s³owa;amb
bez zarzutu;+ m
figa z makiem;- s
figa z makiem;- m
jak skurwysyn;amb
ca³y i zdrowy;+ m
jak skurczybyk;amb
co do joty;amb
starej daty;amb
starej daty;- s
dach œwiata;+ s
guzik z pêtelk¹;- s
na medal;+ m
pierdolnik;- s
pierdolnik;- m
od siedmiu boleœci;- m
od siedmiu boleœci;- s
do bia³ego rana;amb
do grobowej deski;amb
do usranej œmierci;- m
do usranej œmierci;- s
nie bez kozery;+ s
przy zdrowych zmys³ach;+ s
napiêcie lêkowe;- m
na ch³opski rozum;+ s
cierñ w oku;- m
jak mrówków;amb
bez mrugniêcia;amb
bez zmru¿enia oka;amb
bez mrugniêcia oka;amb
bez porównania;amb
okruch;amb
okruszek;amb
zygotarianin;- m
zygotarianin;- s
pere³ka;+ m
ADHD;- s
marsjañski;- s
grochem o œcianê;- m
grochem o œcianê;- s
na bani;- s
na gazie;- s
na bank;amb
na bank;+ m
na blachê;+ s
na blaszkê;+ s
na ca³ej linii;- s
na chama;- m
na chama;- s
na chama;amb
na g³odniaka;- s
na g³odnego;- s
na bezczelnego;- s
na bezczelnego;amb
na hura;- s
na hurra;- s
na krechê;- s
na kreskê;- s
na krzywy ryj;- s
na w³asn¹ rêkê;amb
na s³owo honoru;- s
szary koniec;- s
szary koniec;- m
na w³asn¹ proœbê;- s
na wyci¹gniêcie rêki;+ s
na zbity pysk;- m
na zeszyt;- s
na czuja;amb
cudem;amb
cudem;+ m
cudem;+ s
na w³asne ¿yczenie;- s
szkopski;- m
pruski;amb
pruski;- s
ledwo ¿ywy;- s
ledwie ¿ywy;- s
leœny dziadek;- m
leœny dziadek;- s
amatorski;- m
mocna g³owa;+ s
mocny ³eb;+ s
miêkkie serce;amb
minuta ciszy;- m
minuta ciszy;- s
najwy¿szy czas;amb
ni chuja;- m
niebo w gêbie;+ m
obraza munduru;- m
na pó³ gwizdka;- s
nie od parady;+ s
prawo d¿ungli;- s
prawo piêœci;- s
pañstwo w pañstwie;- m
objêcia Morfeusza;+ s
ramiona Morfeusza;+ s
Morfeusz;+ s
rycz¹ce czterdziestki;- s
rycz¹ca czterdziestka;amb
pierwszy raz;amb
chujowo;- m
pobo¿ne ¿yczenie;- m
pobo¿ne ¿yczenie;- s
wilczy bilet;- s
wilczy bilet;- m
wyœcig szczurów;- s
za friko;amb
czerwona fala;- s
ziemia obiecana;+ s
ziemia obiecana;+ m
zupa z gwoŸdzia;amb
zupa z gwoŸdzia;- s
zupa na gwoŸdziu;amb
zupa na gwoŸdziu;- s
¿abi skok;+ s
na kartê rowerow¹;- s
¿o³nierz czêstochowski;- s
¿ydowski procent;- m
na drobno;+ s
na krucho;+ s
na ksi¹¿êco;+ s
na nerwowo;- s
na ostro;+ s
na ostro;amb
do szczêtu;- m
ze szczêtem;- m
ze szczêtem;- s
na wyrost;- s
godzina prawdy;amb
godzina prawdy;- s
bez pardonu;- m
na odwa¿nie;amb
bez przesady;+ s
bez przesadyzmu;+ s
bez spiny;+ s
bez szaleñstw;amb
bez szaleñstw;+ s
gumowy;- s
gumowy;amb
gumowy;+ s
bez wazeliny;- s
bez wazeliny;+ s
bez zaj¹knienia;amb
bez zaproszenia;- s
co krok;amb
na ka¿dym kroku;amb
do kitu;- s
do niczego;- m
na boku;- s
na celowniku;amb
na czasie;+ s
na gapê;- s
na handel;+ s
na maksa;amb
go³ym okiem;amb
rozpuszczony;- m
rozpuszczony;- s
na mod³ê;- s
na jedn¹ mod³ê;- s
na nic;- s
na nic;- m
na pokaz;- s
nieadekwatnie;- s
t³usty;amb
t³usty k¹sek;amb
ceperski;+ s
ceperski;- s
na si³ê;- s
grosz przy duszy;- m
jak nieszczêœcie;- m
jak nieszczêœcie;- s
po gentlemañsku;+ m
po getlemañsku;+ s
w dechê;+ s
pracowity;+ s
pracowity;amb
pracowity;- s
na dwa fronty;- s
dok¹dkolwiek;amb
donik¹d;- s
dok¹dœ;+ s
jak nie wiem;amb
jak nie wiem co;amb
spod lady;- s
kutasiarz;- m
pasterskoœæ;+ s
doradczo;+ s
gojski;- s
po chuligañsku;- m
bud¿etowo;+ s
poci¹gaj¹cy;+ s
nieestetycznie;- s
zachêcaj¹cy;+ s
expresowo;amb
horyzont myœlowy;+ s
niezw³ocznie;+ s
natychmiast;amb
bezboleœnie;+ s
nieboleœnie;+ s
po czarodziejsku;+ s
po cudacku;- s
po cichusieñku;amb
po cichusieñku;+ s
po cichusieñku;- s
chudopacholski;- s
ulica;- m
ulica;- s
nadaremno;- s
cudzo;- s
mi³oœciwie;+ s
posiastny;+ s
na abarot;- s
po pedalsku;- m
po pedalsku;- s
solo;- m
solo;- s
z czapy;- s
do dupy;- s
z dupy;- s
akcja;amb
przypa³;amb
ledwie;- s
ledwo;amb
hen;amb
jeszcze;amb
sejsmiczny;- s
jako tako;amb
jako taki;+ s
aby-aby;- s
aby aby;- s
na aby-aby;- s
na aby aby;- s
aby;- s
kosmiczny;- m
kosmiczny;- s
kosmiczny;+ s
z prawdziwego zdarzenia;+ s
do szpiku koœci;+ s
do szpiku;amb
co siê zowie;amb
komisyjny;+ s
jeszcze jak;amb
z krwi i koœci;+ m
pe³n¹ gêb¹;+ s
pe³n¹ gêb¹;amb
na ca³ego;amb
na maksiora;amb
pierwszej wody;+ s
pierwszej wody;amb
wysokiej próby;+ s
wysokiej próby;+ m
najwy¿szej próby;+ m
pierwszej próby;+ s
pierwszej próby;+ m
wysokich lotów;+ s
najwy¿szych lotów;+ m
najwy¿szych lotów;+ s
najwy¿szego lotu;+ m
najwy¿szego lotu;+ s
jak siê patrzy;+ s
jak siê patrzy;+ m
jak siê patrzy;amb
z lekka;- s
cichcem;- s
jak malowanie;+ s
jak malowanie;+ m
jak malowanie;amb
naumyœlny;amb
jak ta lala;+ s
jak ta lala;+ m
jak ta lala;amb
jak malowany;+ s
jak malowany;amb
niezgorzej;+ s
rycza³towy;- s
nielichy;amb
nielichy;+ s
dokumentnie;- s
dokumentnie;amb
ciêgiem;amb
cichaczem;- s
zachwycaj¹cy;+ m
nieprawego ³o¿a;- s
poni¿ej pasa;- m
poni¿ej pasa;- s
z nieprawego ³o¿a;- m
nigdzie;- s
na pe³nej petardzie;+ m
na pe³nej piŸdzie;amb
na pe³nej kurwie;amb
przydaœ;+ s
naoko³o;- s
jakoœ;amb
akurat;+ s
w porz¹dku;+ s
okej;+ s
okay;+ s
OK;+ s
patafian;- m
patafian;- s
spokojniuchny;+ s
inba;amb
inba;- s
naparzanka;- m
kó³ko wzajemnej adoracji;- s
iœcie;amb
migiem;+ s
migiem;amb
migusiem;+ s
mobilizuj¹co;+ s
deprymuj¹co;- s
superszybki;amb
superszybko;+ m
ultraszybki;amb
ekspresowo;+ m
expresowo;+ m
trzepotliwy;- s
doktrynalnie;- s
kabaretowo;amb
aktorsko;amb
szybkoœciowy;amb
prêdziutki;+ s
na pniu;amb
biegiem;amb
biegusiem;amb
niedostatecznie;- s
ciupasem;amb
ciupasem;+ s
niszcz¹cy;- m
niszcz¹cy;- s
na cito;+ s
na cito;amb
³udz¹cy;amb
oczyszczaj¹cy;+ m
oczyszczaj¹cy;+ s
nieetycznie;- s
obezw³adniaj¹cy;- s
obezw³adniaj¹cy;- m
obezw³adniaj¹cy;amb
parali¿uj¹cy;amb
nieprawdziwie;- s
niezas³u¿ony;- s
na ³eb na szyjê;- m
na ³apu-capu;- s
na ju¿;amb
dra¿ni¹co;- s
dra¿ni¹cy;- s
dra¿ni¹cy;- m
irytuj¹co;- s
irytuj¹cy;- s
irytuj¹cy;- m
dra¿ni¹co;amb
³agodz¹co;+ s
chybcikiem;+ s
chybcikiem;+ m
na tip-top;+ s
na tip-top;+ m
³agodz¹cy;+ s
na chybcika;- s
jak z bicza trzasn¹³;amb
jak z bicza strzeli³;amb
jak z bicza trzas³;amb
jak z bicza;amb
jak z bicza trzasn¹³;+ s
jak z bicza strzeli³;+ s
jak z bicza trzas³;+ s
jak z bicza;+ s
czerep;amb
jak z procy;amb
jak w mordê;amb
jak w mordê strzeli³;amb
lekce;- s
pêdem;+ s
hamuj¹co;amb
cudotwórczo;+ s
cudotwórczo;+ m
motywuj¹co;+ s
motywuj¹cy;+ s
na odwal;- m
mobilizuj¹cy;+ s
na odwal siê;- m
na odczepnego;- s
œpiewaj¹cy;+ s
œpiewaj¹cy;+ m
konfliktotwórczo;- s
korkotwórczo;- s
heretycki;- m
kulturotwórczo;+ s
ani w z¹b;- s
w z¹b;- s
deprymuj¹cy;- m
deprymuj¹cy;- s
lêkotwórczo;- s
ni chuj;- s
ni chuj;- m
przerwa w ¿yciorysie;- s
przerwa w ¿yciorysie;- m
gdzieœ;- s
gdzie;- s
gdzieœ;+ s
mania wielkoœci;- m
ni cholery;- s
ni cholery;- m
za free;amb
za free;+ s
frikowo;amb
parali¿uj¹cy;- s
freakowo;amb
wampir;- m
niecelnie;- s
kancerogennie;- s
karcynogennie;- s
czasoumilacz;+ s
fajerwerki;amb
petarda;- m
fajerwerki;+ s
aferogennie;- s
alergennie;- s
halucynogennie;- s
konfliktogennie;- s
korupcjogennie;- s
kryzysotwórczy;- m
kryzysotwórczy;- s
kryzysogennie;- s
ekscesy;- s
na ¿ywca;- s
na ty;+ s
samodzielny;amb
na gor¹cym uczynku;+ s
na gor¹cym uczynku;amb
amnezyjnie;- s
amnezjogenny;- s
amnezjogennie;- s
jak mucha w smole;- s
zbytnio;- s
nijak;- s
problemowy;- s
problemowy;- m
darmo;amb
darmo;- s
nieskutecznie;- m
nieskutecznie;- s
kapryœnie;- s
zawziêty;+ s
zawziêty;- m
zawziêty;amb
zawziêty;- s
lep;- s
przynêta;- s
przynêta;amb
codzienny;amb
superowy;+ m
zapraszaj¹cy;+ s
pocieszaj¹cy;+ s
ceremonialnie;amb
karc¹co;amb
karc¹co;- s
karc¹cy;amb
karc¹cy;- s
przyzwalaj¹cy;+ s
pow¹tpiewaj¹cy;- s
triumfuj¹cy;amb
tryumfuj¹cy;amb
og³uszaj¹cy;- m
kombinacyjnie;+ s
niefortunnie;- s
superowy;+ s
manifestacyjnie;- s
zaciêty;+ s
superowo;+ s
zaciêty;amb
extra;amb
extra;+ s
extra;+ m
¿ywiec;- s
niebacznie;- s
duszpastersko;amb
hormonalny;- s
hormonalnie;- s
hormonalny;- m
samokrytyczny;- s
samokrytycznie;amb
niedwuznaczny;- s
niedwuznaczny;amb
samozwañczy;- m
dalece;amb
ekstra;+ m
czêstokroæ;amb
fair;+ s
ekstra;+ s
ksi¹¿kowy;amb
ekstra;amb
ksi¹¿kowo;+ s
kompromituj¹cy;- m
kompromituj¹co;- s
kompromituj¹co;- m
¿enuj¹cy;- m
¿enuj¹cy;- s
spoko;+ s
inspiruj¹cy;+ m
inspiruj¹cy;+ s
inspiruj¹co;+ s
firmowo;+ s
hiper;+ m
ekscytuj¹cy;+ m
ekscytuj¹co;+ m
ekscytuj¹co;+ s
elektryzuj¹cy;+ m
elektryzuj¹cy;amb
elektryzuj¹co;+ s
elektryzuj¹co;amb
nieprzekonuj¹cy;- s
hiper;+ s
super;+ m
super;+ s
diablo;amb
lewacko;- s
rozszerzaj¹cy;+ s
nieefektywnie;- s
nielogicznie;- s
niekonsekwentnie;- s
na wyœcigi;- s
naturalistycznie;- s
zastraszaj¹cy;- m
narodowy;+ s
masakrycznie;- m
nieroz³¹czny;+ m
nieroz³¹czny;+ s
zawstydzaj¹cy;- s
zawstydzaj¹cy;amb
zawstydzaj¹cy;- m
masakrycznie;amb
nieodzownie;+ s
deczko;amb
pozytywnie;+ s
pora¿aj¹cy;- m
pora¿aj¹cy;+ m
celuj¹co;+ m
biegunowy;- s
biegunowo;- s
hobbystyczny;+ s
hobbistyczny;+ s
hobbystycznie;+ s
hobbistycznie;+ s
arcyciekawie;+ m
chory piersiowo;- s
nadzwyczaj;amb
coraz;amb
zatrwa¿aj¹co;- m
niekompletnie;- s
niezbyt;- s
zastanawiaj¹cy ;- s
uprzedzaj¹cy;+ s
uprzedzaj¹cy;amb
denerwuj¹co;- s
denerwuj¹cy;- m
jakiœ;+ s
bardziej;amb
fabrycznie;- s
najpewniej;+ s
generalizuj¹co;- s
generalizuj¹cy;amb
spieszny;- s
œpieszny;- s
na trzy wiatry;- s
jak psów;- s
jak lodu;+ s
botnet;- m
zakochany;+ s
wtajemniczony;+ s
cyberatak;- s
do porzygania;- m
do porzygania siê;- m
do porzygania;amb
na pêczki;amb
na nielegalu;- s
phisher;- s
poleg³y;amb
szereg;amb
szarpanka;- m
szarpanka;- s
loser;- m
loser;- s
looser;- m
looser;- s
przegryw;- m
przegryw;- s
przegra;- m
przegra;- s
stulejarz;- m
stulejarz;- s
aborcjonista;- s
aborcjonistka;- s
antyfan;- s
aborterka;- s
ewangelizator;amb
ptaszê;+ m
ptaszê;+ s
królewicz¹tko;+ s
królewicz¹tko;- m
królewicz¹tko;- s
królewicz;+ m
królewicz¹tko;+ m
panicz¹tko;- s
panicz¹tko;- m
solidaruch;- m
cha³upniczo;- s
aferka;- s
bojaŸliwy;- s
cha³upniczy;- s
cichodajka;- s
demówka;- s
klekotka;- s
hrabi¹tko;- m
hrabi¹tko;- s
ksi¹¿¹tko;- m
ksi¹¿¹tko;+ m
ksi¹¿ê;+ m
równiuœki;+ s
niedorzecznie;- s
na odwyrtkê;- s
siurek;- m
siurek;- s
skrzacik;+ s
sofcik;+ s
wcinka;+ s
na chybi³ trafi³;- s
muzykalnie;+ s
lanie;- m
³omot;- m
om³ot;- s
om³ot;- m
bêcki;- m
psychiatryk;- s
psychuszka;- s
urazowoœæ;- s
naprawdê;+ s
urazowy;- s
urazowy;- m
anatomiczny;+ s
seryjny;- s
dominator;+ s
anatomicznie;+ s
biznesik;amb
obszczymur;- m
przekrêciarz;- m
naprzód;+ s
antykatolicyzm;amb
rozmna¿alnia;- s
telewizornia;- s
naraz;amb
blokada;- m
politpoprawny;- s
politycznie poprawny;- s
pr¹do¿erny;- s
pr¹do¿ernoœæ;- s
promiennoœæ;+ s
przaœnoœæ;amb
przaœnoœæ;- s
pospolitoœæ;- s
czekoladowy;+ s
trafunek;amb
wa³;amb
wa³;- m
chamówa;- m
w³aœciwoœæ;+ s
w³aœciwoœæ;+ m
chamówa;- s
niedorobek;- s
obszczymurek;- m
obszczymurek;- s
komercha;- m
komercha;- s
responsywny;+ s
rz¹dnoœæ;+ s
pani¹tko;- s
wzi¹tek;- s
œmierdziel;- s
sprzedawaæ;- s
sprzedawaæ;amb
sprzedawalny;amb
brzydal;amb
rabacik;amb
paskudztwo;- s
szklisty;- s
adrenalinka;+ s
adrenalina;+ m
adrenalina;+ s
antyfutbol;- s
darmocha;- s
deser;amb
deser;+ m
deser;+ s
ubogoœæ;- m
ubogoœæ;- s
ubogoœæ;amb
wielkomiejskoœæ;amb
wielkomiejski;amb
psychiatryk;- m
patola;- m
patolnia;- m
patol;- m
miejskoœæ;amb
extraklasa;+ m
bary;amb
honory;+ s
nadreprezentacja;- s
autodestrukcja;- m
samodestrukcja;- m
samozag³ada;- m
samozniszczenie;- m
samounicestwienie;- m
transparencja;+ s
transparentnoœæ;+ s
zgrzebnoœæ;amb
zgrzebnoœæ;- s
antyœwiadectwo;- s
gitarka;+ s
gitara;+ s
buractwo;- m
buracki;- m
buracko;- m
po buracku;- m
ciemniactwo;- m
gówniarstwo;- m
kibolstwo;- m
kibolski;- m
lamerstwo;- m
olewactwo;- m
olewactwo;- s
olewacki;- m
pedofilstwo;- m
superpañstwo;- s
wielomówstwo;- s
antykatolik;- s
autokrytyczny;amb
autokrytyczny;- s
autokrytycznie;amb
ekskluzywizm;- s
kaczyzm;- m
kaczyzm;- s
do ³ez;amb
komuszek;- s
przesadyzm;- s
szatanistyczny;- s
szatanistyczny;- m
kocio³;amb
na podorêdziu;+ s
bezobs³ugowoœæ;+ s
bezszkodowoœæ;+ s
depresyjnoœæ;- s
detalicznoœæ;amb
detalicznie;+ s
detalicznie;amb
detaliczny;+ s
pó³nagi;- s
golutko;- s
szczur;- m
irrealny;- s
kontrolowalny;+ s
³ysawo;- s
pozaracjonalny;- s
dziewczyñsko;- s
sexualny;+ m
sexualny;amb
podawacz;- s
superprofesjonalny;+ m
superprofesjonalny;- m
superprofesjonalny;+ s
anty¿ywieniowy;- s
extremalnie;amb
antyod¿ywczy;- s
irrealnie;- s
normik;- s
kontrolowalnie;+ s
bublowaty;- m
bublowaty;- s
himalaje;amb
wy¿yny;amb
niekumaty;- s
pierdo³owaty;- m
pierdo³owaty;- s
himalajski;- m
himalajski;- s
himalajski;amb
wspania³oœæ;+ m
kosztoch³onnoœæ;- s
luzem;amb
podszywacz;- m
podszywacz;- s
miarodajnoœæ;+ s
sianowaty;- s
miêsistoœæ;+ s
nadaktywny;- s
nadaktywnoœæ;- s
gówniak;- m
leming;- s
nawa³ny;- s
antyhumanistyczny;- m
antyhumanistyczny;- s
pó³cz³owiek;- m
nieczynnoœæ;- s
nieczynny;- s
niziuteñki;- m
niziuteñki;- s
niziusieñki;- m
niski;+ s
niziutki;+ s
niziuteñki;+ s
niziuœki;- s
niziuœki;+ s
niziusieñki;- s
niziusieñki;+ s
niziuchny;- s
niskawy;- s
niskawy;amb
niskawy;- m
œwie¿utki;amb
bielutki;amb
bialutki;amb
bieluœki;amb
bialuœki;amb
bialuœki;+ s
d¿ihadysta;- m
bieluteñki;amb
bialuteñki;amb
bieluteñki;+ s
bialuteñki;+ s
bielusieñki;amb
bialusieñki;amb
bielusieñki;+ s
bialusieñki;+ s
bieluchny;amb
bialuchny;amb
bieluchny;+ s
bialuchny;+ s
antykonkurencyjny;- s
czarniutki;- m
czarniuœki;- s
czarniuœki;- m
czarniuteñki;- s
czarniuteñki;- m
czarniusieñki;- m
czarniuœko;- m
czarniuœko;- s
czarniuteñko;- m
czarniuteñko;- s
czarnawy;- s
miœ;amb
misio;amb
patatajka;- s
spaæ;- s
nadrobiæ;+ s
nadrabiaæ;+ s
estetyzowaæ;+ s
przespaæ siê;+ s
przesypiaæ siê;+ s
zasypiaæ;- s
zasn¹æ;- s
usn¹æ;- s
usypiaæ;- s
nicowaæ;amb
celebrycko;amb
sypiaæ;- s
przysypiaæ;- s
przysn¹æ;- s
antysystemowy;amb
posn¹æ;- s
pozasypiaæ;- s
zmru¿yæ oko;+ s
ci¹æ komara;amb
humanizowaæ;+ s
przekimaæ;+ s
przekimaæ;- s
ululaæ;+ s
ululaæ;amb
napruty;- m
drzemaæ;+ s
drzemaæ;amb
przedrzemaæ;+ s
przedrzemaæ;- s
ograniczaæ;- m
ograniczaæ;- s
rama;- s
ograniczyæ;- m
ograniczyæ;amb
ograniczyæ siê;amb
przenicowaæ;- s
przenicowaæ siê;- s
przenicowaæ siê;amb
przenicowywaæ;amb
przenicowywaæ siê;- s
przenicowywaæ siê;amb
okalaæ;amb
okoliæ;amb
zaspaæ;- s
humanizowaæ siê;+ s
partyjniacki;- m
otaczaæ;+ s
